Type_of_client;Age;Gender;Favorite_batter;Favorite_filling;Favorite_frosting;More_toppings;Topping_examples;Configuration;Frequency_of_buying;Occasion;Interest_in_seasonality;Seasonal_option;Product_type;Willingness_to_pay
Kid;12.0;Masculine;Chocolate;Strawberry jam;Buttercream;Yes;Edible flowers;Slice;Weekly;Celebration;Yes;Valentine's Day;Slice;3.40 €
Adult;36.0;Feminine;Lemon;Lemon curd;Cream cheese frosting;No;None;Whole cake;Sporadic;Wedding;No;None;Whole cake;31.30 €
Adult;45.0;Feminine;Red Velvet;Dulce de leche;Chocolate glaze;No;None;Slice;Daily;Work event;Yes;Halloween;Slice;5.30 €
;46.0;Masculine;Red Velvet;Lemon curd;Ganache;Yes;Nuts;Whole cake;Monthly;Celebration;Yes;Fall;Whole cake;11.80 €
Adult;52.0;Feminine;Red Velvet;Lemon curd;Ganache;Yes;Edible flowers;Slice;Monthly;Wedding;No;None;Slice;5.80 €
Kid;12.0;Masculine;Chocolate;Strawberry jam;Buttercream;Yes;Edible flowers;Slice;Weekly;Celebration;Yes;Valentine's Day;Slice;3.40 €
Kid;6.0;Feminine;Chocolate;Strawberry jam;Buttercream;Yes;Fruits;Slice;Daily;Celebration;No;None;Slice;5.70 €
Adult;47.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Slice;Weekly;Work event;No;None;Slice;5.40 €
Adult;21.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;Yes;Chocolate chips;Whole cake;Weekly;Work event;No;None;Whole cake;30.80 €
Adult;31.0;Masculine;Lemon;Cream cheese;Ganache;No;None;Whole cake;Sporadic;Work event;No;None;Whole cake;36.30 €
Adult;25.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Weekly;Work event;No;None;Whole cake;14.90 €
Adult;21.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;Yes;Chocolate chips;Slice;Sporadic;Gathering;No;None;Slice;3.90 €
Adult;55.0;Feminine;Lemon;Cream cheese;Chocolate glaze;No;;Wedding cake;Daily;Work event;No;None;Wedding cake;47.90 €
Adult;50.0;Masculine;Red Velvet;Cream cheese;Ganache;No;None;Whole cake;Monthly;Gathering;Yes;Valentine's Day;Whole cake;19.40 €
Kid;17.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;No;None;Cupcake;Weekly;Birthday;No;None;Cupcake;1.00 €
Kid;12.0;Feminine;Red Velvet;Strawberry jam;Chocolate glaze;;Nuts;Slice;Weekly;Snack;No;None;Slice;1.30 €
Adult;43.0;Masculine;Red Velvet;Cream cheese;Cream cheese frosting;No;None;Slice;Weekly;Celebration;No;None;Slice;6.00 €
Adult;61.0;Feminine;Red Velvet;Dulce de leche;Cream cheese frosting;Yes;Nuts;Slice;Sporadic;Wedding;No;None;Slice;1.90 €
Adult;59.0;Feminine;Carrot;Lemon curd;Ganache;No;None;Whole cake;Monthly;Celebration;No;None;Whole cake;32.50 €
Adult;57.0;Feminine;Carrot;Cream cheese;Chocolate glaze;Yes;Edible flowers;Whole cake;Monthly;Work event;No;None;Whole cake;17.30 €
Adult;48.0;Feminine;Lemon;Lemon curd;Cream cheese frosting;No;None;Wedding cake;Weekly;Celebration;No;None;Wedding cake;80.20 €
Adult;47.0;Feminine;Red Velvet;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Sporadic;Celebration;Yes;Christmas;Whole cake;31.80 €
Kid;8.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Edible flowers;Slice;Daily;Snack;No;None;Slice;4.50 €
Adult;65.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Daily;Work event;Yes;Valentine's Day;Wedding cake;98.30 €
Adult;37.0;Feminine;Red Velvet;Dulce de leche;Cream cheese frosting;No;None;Slice;Daily;Wedding;No;None;Slice;1.40 €
Adult;35.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Slice;Sporadic;Work event;Yes;Christmas;Slice;2.10 €
Adult;52.0;Masculine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Monthly;Work event;Yes;Halloween;Wedding cake;69.40 €
Adult;21.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;Yes;Chocolate chips;Whole cake;Sporadic;Work event;No;None;Whole cake;33.90 €
Adult;55.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;No;None;Whole cake;Weekly;Work event;No;None;Whole cake;13.50 €
Kid;12.0;Feminine;Red Velvet;Chocolate ganache;Buttercream;Yes;Sprinkles;Slice;Weekly;Birthday;Yes;Christmas;Slice;5.40 €
Kid;15.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Fruits;Slice;Monthly;Birthday;No;None;Slice;1.10 €
Adult;48.0;Masculine;Lemon;Dulce de leche;Cream cheese frosting;Yes;Nuts;Whole cake;Weekly;Work event;Yes;Christmas;Whole cake;26.20 €
Adult;43.0;Masculine;Carrot;Dulce de leche;Chocolate glaze;No;None;Whole cake;Weekly;Work event;No;None;Whole cake;30.90 €
;36.0;Feminine;Carrot;Lemon curd;Ganache;No;None;Slice;Daily;Gathering;No;None;Slice;4.00 €
Adult;36.0;Feminine;Carrot;Lemon curd;Chocolate glaze;No;None;Wedding cake;Sporadic;Celebration;No;None;Wedding cake;68.30 €
Kid;8.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Nuts;Slice;Weekly;Birthday;Yes;Valentine's Day;Slice;3.80 €
Adult;35.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Wedding cake;Daily;Wedding;No;None;Wedding cake;93.10 €
Kid;9.0;Fem;Chocolate;Chocolate ganache;Whipped cream;No;None;Slice;Weekly;Birthday;No;;Slice;5.30 €
Adult;37.0;Feminine;Lemon;Dulce de leche;Ganache;No;None;Whole cake;Monthly;Gathering;Yes;Fall;Whole cake;23.80 €
Kid;5.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Chocolate chips;Cupcake;Weekly;Celebration;Yes;Easter;Cupcake;1.80 €
Adult;25.0;Masculine;Carrot;Dulce de leche;Cream cheese frosting;Yes;Nuts;Wedding cake;Weekly;Celebration;No;None;Wedding cake;90.20 €
Adult;22.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;No;None;Whole cake;Sporadic;Wedding;No;None;Whole cake;39.40 €
Kid;14.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;No;None;Cupcake;Weekly;Celebration;No;None;Cupcake;4.30 €
Adult;41.0;Masculine;Lemon;Cream cheese;Chocolate glaze;No;None;Whole cake;Monthly;Celebration;No;None;Whole cake;19.50 €
Adult;24.0;Masculine;Carrot;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Weekly;Celebration;No;None;Whole cake;19.10 €
Adult;52.0;Feminine;Red Velvet;Cream cheese;Ganache;Yes;Sprinkles;Whole cake;Monthly;Gathering;No;None;Whole cake;27.00 €
Adult;50.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Weekly;Gathering;Yes;Halloween;Wedding cake;70.30 €
Adult;29.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Whole cake;Daily;Work event;No;None;Whole cake;10.20 €
Adult;48.0;Feminine;Carrot;Cream cheese;Ganache;No;None;Wedding cake;Weekly;Wedding;No;None;Wedding cake;50.70 €
Adult;21.0;Masculine;;Cream cheese;Cream cheese frosting;No;None;Wedding cake;Monthly;Wedding;Yes;Easter;Wedding cake;89.00 €
Adult;22.0;Masculine;Red Velvet;Dulce de leche;Ganache;No;None;Slice;Monthly;Celebration;No;None;Slice;4.10 €
Adult;47.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;Yes;Fruits;Whole cake;Weekly;Work event;No;None;Whole cake;21.30 €
Adult;63.0;Feminine;Lemon;Lemon curd;Ganache;No;None;Wedding cake;Weekly;Gathering;No;None;Wedding cake;51.00 €
Adult;36.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Whole cake;Daily;Work event;Yes;Easter;Whole cake;11.90 €
Adult;39.0;Feminine;Red Velvet;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Monthly;Work event;No;None;Whole cake;27.50 €
Adult;38.0;Feminine;Lemon;Lemon curd;Chocolate glaze;No;None;Wedding cake;Sporadic;Gathering;No;None;Wedding cake;88.50 €
Adult;44.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;Yes;Nuts;Wedding cake;Weekly;Wedding;No;None;Wedding cake;99.00 €
Adult;55.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;Yes;Fruits;Wedding cake;Daily;Wedding;No;None;Wedding cake;77.70 €
Adult;24.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;Yes;Edible flowers;Whole cake;Sporadic;Wedding;No;None;Whole cake;33.00 €
Adult;26.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;Yes;Nuts;Slice;Monthly;Gathering;No;None;Slice;5.60 €
Kid;13.0;Feminine;Red Velvet;Strawberry jam;Chocolate glaze;Yes;Nuts;Cupcake;Daily;Snack;Yes;Valentine's Day;Cupcake;2.80 €
Kid;10.0;Feminine;Red Velvet;Strawberry jam;Whipped cream;Yes;Fruits;Slice;Daily;Snack;No;None;Slice;2.90 €
Adult;37.0;Masculine;Red Velvet;Cream cheese;Chocolate glaze;No;None;Whole cake;Daily;Wedding;No;None;Whole cake;23.10 €
Adult;42.0;Masculine;Red Velvet;Cream cheese;Ganache;No;None;Whole cake;Weekly;Work event;No;None;Whole cake;18.70 €
Adult;56.0;Feminine;Lemon;Cream cheese;Chocolate glaze;No;None;Whole cake;Daily;Work event;No;None;Whole cake;38.40 €
Kid;14.0;Masculine;Chocolate;Chocolate ganache;Whipped cream;Yes;Chocolate chips;Slice;Weekly;Celebration;Yes;Christmas;Slice;5.70 €
;40.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Sporadic;Wedding;No;None;Whole cake;36.50 €
Adult;59.0;Feminine;Carrot;Lemon curd;Cream cheese frosting;Yes;Sprinkles;Whole cake;Weekly;Celebration;Yes;Valentine's Day;Whole cake;18.50 €
Adult;57.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;Yes;Fruits;Wedding cake;Daily;Gathering;Yes;Easter;Wedding cake;56.50 €
Adult;28.0;Masculine;Red Velvet;123;Cream cheese frosting;No;None;Slice;Monthly;Celebration;No;None;Slice;3.30 €
Adult;65.0;Masc;Lemon;Cream cheese;Chocolate glaze;No;None;Whole cake;Weekly;Gathering;Yes;Halloween;Whole cake;15.20 €
Adult;47.0;Feminine;Red Velvet;Cream cheese;Ganache;No;None;Wedding cake;Monthly;Work event;No;None;Wedding cake;44.90 €
Adult;40.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;No;None;Slice;Monthly;Celebration;No;None;Slice;1.40 €
Adult;22.0;Masculine;Red Velvet;Cream cheese;Cream cheese frosting;Yes;Sprinkles;Wedding cake;Weekly;Celebration;No;None;Wedding cake;98.20 €
Adult;63.0;Feminine;Carrot;Dulce de leche;Ganache;No;None;Wedding cake;Daily;Gathering;No;None;Wedding cake;40.10 €
Kid;16.0;Feminine;;Chocolate ganache;Buttercream;Yes;Chocolate chips;Slice;Daily;Birthday;Yes;Easter;Slice;4.20 €
Kid;7.0;Feminine;Chocolate;Chocolate ganache;Buttercream;Yes;Edible flowers;Slice;Sporadic;Birthday;No;None;Slice;5.10 €
Adult;23.0;Feminine;Lemon;Dulce de leche;Chocolate glaze;No;None;Wedding cake;Sporadic;Wedding;No;None;Wedding cake;57.30 €
Kid;5.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;No;None;Cupcake;Daily;Celebration;No;None;Cupcake;4.50 €
Adult;40.0;Feminine;Carrot;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Monthly;Gathering;No;None;Whole cake;33.90 €
Adult;36.0;Feminine;Red Velvet;Lemon curd;Ganache;Yes;Edible flowers;Slice;Weekly;Work event;No;None;Slice;3.40 €
Adult;63.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Weekly;Wedding;No;None;Wedding cake;71.00 €
Adult;53.0;Feminine;Lemon;Lemon curd;Cream cheese frosting;Yes;Edible flowers;Whole cake;Sporadic;Work event;No;None;Whole cake;33.20 €
Adult;34.0;Feminine;Carrot;Cream cheese;Ganache;No;None;Slice;Monthly;Wedding;Yes;Halloween;Slice;2.40 €
Kid;13.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Chocolate chips;Slice;Monthly;Celebration;No;None;Slice;3.80 €
Adult;57.0;Feminine;Carrot;Cream cheese;Ganache;No;None;Slice;Daily;Gathering;No;None;Slice;3.20 €
Adult;26.0;Masculine;Red Velvet;Dulce de leche;Ganache;Yes;Fruits;Whole cake;Monthly;Wedding;No;None;Whole cake;35.10 €
Kid;4.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Nuts;Cupcake;Monthly;Birthday;No;None;Cupcake;1.20 €
Adult;28.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Slice;Sporadic;Wedding;Yes;Christmas;Slice;4.60 €
Adult;50.0;Feminine;Red Velvet;Dulce de leche;Ganache;No;None;Slice;Weekly;Wedding;No;None;Slice;1.90 €
Adult;22.0;Masculine;Lemon;Cream cheese;Chocolate glaze;No;None;Slice;Sporadic;Work event;No;None;Slice;5.90 €
Adult;25.0;Feminine;Lemon;Dulce de leche;Chocolate glaze;Yes;Nuts;Whole cake;Monthly;Wedding;No;None;Whole cake;25.30 €
;7.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Chocolate chips;Slice;Monthly;Snack;Yes;Halloween;Slice;2.70 €
Adult;26.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Weekly;Celebration;No;None;Whole cake;21.20 €
Kid;14.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Chocolate chips;Cupcake;Monthly;Birthday;Yes;Christmas;Cupcake;2.60 €
Adult;37.0;Masculine;Red Velvet;Cream cheese;Cream cheese frosting;Yes;Edible flowers;Wedding cake;Daily;Celebration;No;None;Wedding cake;52.70 €
Adult;23.0;Feminine;Red Velvet;Lemon curd;Cream cheese frosting;Yes;Sprinkles;Wedding cake;Daily;Wedding;No;None;Wedding cake;66.60 €
Kid;16.0;Masculine;Red Velvet;Strawberry jam;Buttercream;Yes;Sprinkles;Slice;Monthly;Snack;Yes;Fall;Slice;5.90 €
Kid;12.0;Feminine;Chocolate;ok;Chocolate glaze;Yes;Nuts;Cupcake;Weekly;Celebration;No;None;Cupcake;4.00 €
Adult;53.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Daily;Celebration;Yes;Easter;Whole cake;31.80 €
Adult;65.0;Feminine;Lemon;Dulce de leche;Ganache;No;None;Slice;Daily;Work event;Yes;Christmas;Slice;4.80 €
Adult;18.0;Feminine;Red Velvet;Dulce de leche;Cream cheese frosting;Yes;Sprinkles;Wedding cake;Daily;Gathering;No;None;Wedding cake;45.50 €
Kid;13.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;No;None;Cupcake;Weekly;Celebration;No;None;Cupcake;4.20 €
Adult;40.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;Yes;Chocolate chips;Wedding cake;Weekly;Work event;No;None;Wedding cake;82.10 €
Adult;45.0;Feminine;Red Velvet;Cream cheese;Chocolate glaze;No;None;Whole cake;Weekly;Work event;No;None;Whole cake;19.40 €
Adult;37.0;Masculine;Red Velvet;Lemon curd;Cream cheese frosting;No;None;Wedding cake;Weekly;Celebration;Yes;Christmas;Wedding cake;65.00 €
Adult;40.0;Masculine;Lemon;Lemon curd;Ganache;;None;Whole cake;Daily;Work event;Yes;Fall;Whole cake;21.40 €
Adult;41.0;Masculine;Lemon;Lemon curd;Chocolate glaze;No;None;Wedding cake;Weekly;Wedding;No;None;Wedding cake;70.80 €
Adult;44.0;Masculine;Carrot;Lemon curd;Ganache;No;None;Slice;Daily;Work event;No;None;Slice;2.60 €
Adult;59.0;Feminine;Red Velvet;Dulce de leche;Ganache;No;None;Whole cake;Daily;Wedding;No;None;Whole cake;35.50 €
;31.0;Feminine;Carrot;Cream cheese;Ganache;Yes;Edible flowers;Wedding cake;Weekly;Wedding;No;None;Wedding cake;46.20 €
Adult;41.0;Feminine;Red Velvet;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Weekly;Gathering;Yes;Fall;Whole cake;17.70 €
Adult;65.0;Feminine;Red Velvet;Cream cheese;Chocolate glaze;Yes;Chocolate chips;Whole cake;Sporadic;Work event;No;None;Whole cake;18.70 €
Kid;16.0;Masculine;Red Velvet;Chocolate ganache;Chocolate glaze;No;None;Slice;Monthly;Birthday;Yes;Easter;Slice;3.30 €
Kid;15.0;Masculine;Red Velvet;Chocolate ganache;Chocolate glaze;No;None;Slice;Monthly;Birthday;No;None;Slice;1.70 €
Adult;61.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Slice;Daily;Work event;No;None;Slice;4.40 €
Adult;47.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;Yes;Fruits;Slice;Daily;Wedding;No;None;Slice;1.70 €
Kid;7.0;Feminine;Chocolate;Chocolate ganache;Whipped cream;Yes;Fruits;Slice;Weekly;Snack;Yes;Halloween;Slice;5.10 €
Adult;61.0;Masculine;Red Velvet;Dulce de leche;Cream cheese frosting;No;None;Slice;Weekly;Gathering;No;None;Slice;5.80 €
Kid;8.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;No;None;Slice;Weekly;Snack;Yes;Fall;Slice;2.40 €
Adult;38.0;Feminine;Carrot;Dulce de leche;Ganache;No;None;Slice;Weekly;Celebration;No;None;Slice;3.80 €
Kid;9.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Edible flowers;Cupcake;Weekly;Celebration;No;None;Cupcake;3.10 €
Kid;6.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Fruits;Slice;Monthly;Snack;No;None;Slice;2.20 €
Kid;17.0;Feminine;;Strawberry jam;Chocolate glaze;Yes;Nuts;Slice;Daily;Birthday;Yes;Fall;Slice;2.10 €
Adult;58.0;Feminine;Carrot;Cream cheese;Chocolate glaze;No;None;Slice;Daily;Wedding;Yes;Fall;Slice;1.70 €
Kid;4.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Fruits;Slice;Monthly;Birthday;No;None;Slice;3.70 €
Adult;26.0;Feminine;Carrot;Dulce de leche;Ganache;No;None;Wedding cake;Daily;Gathering;No;None;Wedding cake;82.10 €
Kid;-3.0;Masculine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Nuts;Cupcake;Monthly;Birthday;No;None;Cupcake;3.20 €
Adult;21.0;Feminine;Carrot;Lemon curd;Cream cheese frosting;No;None;Whole cake;Weekly;Celebration;Yes;Halloween;Whole cake;20.00 €
Adult;25.0;Masculine;Red Velvet;Cream cheese;Chocolate glaze;Yes;Fruits;Slice;Daily;Wedding;No;None;Slice;2.80 €
Kid;5.0;Feminine;Red Velvet;Strawberry jam;Whipped cream;Yes;Nuts;Slice;Weekly;Birthday;No;None;Slice;5.30 €
Adult;47.0;Masculine;Red Velvet;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Weekly;Celebration;No;;Wedding cake;45.30 €
Kid;10.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;No;None;Slice;Daily;Snack;No;None;Slice;3.60 €
;45.0;Masculine;Red Velvet;Dulce de leche;Chocolate glaze;No;None;Whole cake;Weekly;Wedding;No;None;Whole cake;14.20 €
Adult;65.0;Feminine;Lemon;Lemon curd;Ganache;No;None;Slice;Daily;Celebration;No;None;Slice;2.20 €
Kid;15.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Sprinkles;Slice;Weekly;Birthday;No;None;Slice;1.40 €
Adult;30.0;Feminine;Lemon;Lemon curd;Ganache;No;None;Whole cake;Weekly;Celebration;No;None;Whole cake;32.60 €
Adult;59.0;Feminine;Red Velvet;Lemon curd;Ganache;No;None;Whole cake;Weekly;Work event;Yes;Easter;Whole cake;26.10 €
Adult;42.0;Feminine;Red Velvet;Cream cheese;Ganache;No;None;Slice;Weekly;Wedding;Yes;Halloween;Slice;3.70 €
Adult;18.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;No;None;Wedding cake;Sporadic;Wedding;Yes;Fall;Wedding cake;53.90 €
Adult;62.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;Yes;Chocolate chips;Wedding cake;Monthly;Wedding;No;None;Wedding cake;78.10 €
Adult;44.0;Feminine;Red Velvet;Dulce de leche;Cream cheese frosting;Yes;Sprinkles;Slice;Sporadic;Celebration;No;None;Slice;1.90 €
Kid;5.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Chocolate chips;Cupcake;Monthly;Snack;No;None;Cupcake;1.60 €
Kid;17.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;No;None;Cupcake;Weekly;Celebration;Yes;Fall;Cupcake;3.30 €
Kid;17.0;Masculine;Red Velvet;Chocolate ganache;Whipped cream;Yes;Chocolate chips;Slice;Daily;Birthday;No;None;Slice;4.10 €
Kid;6.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Edible flowers;Slice;Daily;Celebration;No;None;Slice;4.70 €
Adult;33.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Slice;Weekly;Wedding;No;None;Slice;1.30 €
Adult;19.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Wedding cake;Daily;Wedding;Yes;Christmas;Wedding cake;69.20 €
Kid;15.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Chocolate chips;Cupcake;Weekly;Celebration;No;None;Cupcake;2.50 €
Adult;55.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;No;None;Wedding cake;Weekly;Celebration;No;None;Wedding cake;75.10 €
Adult;26.0;Feminine;Red Velvet;Lemon curd;Ganache;No;None;Wedding cake;Weekly;Work event;No;None;Wedding cake;50.70 €
Adult;62.0;Feminine;Red Velvet;Cream cheese;Ganache;No;None;Wedding cake;Weekly;Celebration;Yes;Valentine's Day;Wedding cake;60.60 €
Adult;50.0;Masculine;Lemon;Lemon curd;Ganache;Yes;Edible flowers;Wedding cake;Weekly;Celebration;Yes;Easter;Wedding cake;68.40 €
Adult;19.0;Masculine;Lemon;Cream cheese;Chocolate glaze;Yes;Fruits;Slice;Sporadic;Work event;Yes;Halloween;Slice;2.30 €
;61.0;Masculine;Red Velvet;Cream cheese;Cream cheese frosting;Yes;Fruits;Slice;Monthly;Celebration;Yes;Fall;Slice;5.50 €
Adult;37.0;Feminine;Carrot;Lemon curd;Ganache;Yes;Sprinkles;Whole cake;Weekly;Work event;No;;Whole cake;18.10 €
Kid;14.0;Feminine;Red Velvet;Strawberry jam;Chocolate glaze;Yes;Sprinkles;Slice;Monthly;Celebration;No;None;Slice;4.40 €
Adult;54.0;Feminine;Carrot;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Weekly;Gathering;No;None;Whole cake;25.00 €
Kid;17.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Edible flowers;Slice;Weekly;Celebration;No;None;Slice;5.60 €
Kid;16.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Nuts;Cupcake;Weekly;Snack;No;None;Cupcake;4.10 €
Kid;11.0;Feminine;Chocolate;Chocolate ganache;Buttercream;No;None;Cupcake;Daily;Celebration;No;None;Cupcake;1.20 €
Adult;59.0;Feminine;Red Velvet;Dulce de leche;Cream cheese frosting;Yes;Edible flowers;Whole cake;Weekly;Celebration;Yes;Christmas;Whole cake;18.90 €
Kid;10.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Chocolate chips;Cupcake;Weekly;Birthday;No;None;Cupcake;Free
Adult;19.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Sporadic;Celebration;No;None;Wedding cake;68.10 €
Adult;27.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Weekly;Work event;No;None;Whole cake;26.10 €
Kid;13.0;Feminine;Red Velvet;Strawberry jam;Chocolate glaze;Yes;Chocolate chips;Cupcake;Daily;Snack;No;None;Cupcake;1.20 €
Kid;9.0;Masculine;Chocolate;Chocolate ganache;;Yes;Edible flowers;Cupcake;Daily;Birthday;No;None;Cupcake;4.50 €
Adult;64.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;No;None;Slice;Sporadic;Work event;No;None;Slice;4.30 €
Adult;27.0;Feminine;Carrot;Dulce de leche;Cream cheese frosting;Yes;Chocolate chips;Slice;Weekly;Wedding;No;None;Slice;1.70 €
Kid;8.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Edible flowers;Slice;Weekly;Snack;No;None;Slice;1.00 €
Kid;8.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Nuts;Cupcake;Daily;Celebration;No;None;Cupcake;3.50 €
Kid;8.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Chocolate chips;Slice;Weekly;Birthday;No;None;Slice;1.80 €
